"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050748,MSPB-1,0.935879,,01/01/2018,12/31/2018
050751,MSPB-1,0.956516,,01/01/2018,12/31/2018
050754,MSPB-1,0.960322,,01/01/2018,12/31/2018
050755,MSPB-1,1.096742,,01/01/2018,12/31/2018
050757,MSPB-1,1.028758,,01/01/2018,12/31/2018
050758,MSPB-1,0.986501,,01/01/2018,12/31/2018
050760,MSPB-1,0.775760,,01/01/2018,12/31/2018
050761,MSPB-1,1.032053,,01/01/2018,12/31/2018
050763,MSPB-1,1.417062,,01/01/2018,12/31/2018
050764,MSPB-1,0.915149,,01/01/2018,12/31/2018
050765,MSPB-1,N/A,1,01/01/2018,12/31/2018
050766,MSPB-1,0.896850,,01/01/2018,12/31/2018
050767,MSPB-1,0.947636,,01/01/2018,12/31/2018
050769,MSPB-1,0.926618,,01/01/2018,12/31/2018
050770,MSPB-1,0.963508,,01/01/2018,12/31/2018
050771,MSPB-1,1.186910,,01/01/2018,12/31/2018
050772,MSPB-1,0.791468,,01/01/2018,12/31/2018
050773,MSPB-1,1.034063,,01/01/2018,12/31/2018
050775,MSPB-1,0.952575,,01/01/2018,12/31/2018
050776,MSPB-1,1.189396,,01/01/2018,12/31/2018
050777,MSPB-1,0.920832,,01/01/2018,12/31/2018
050778,MSPB-1,N/A,1,01/01/2018,12/31/2018
050779,MSPB-1,0.976988,,01/01/2018,12/31/2018
050780,MSPB-1,1.341609,,01/01/2018,12/31/2018
050781,MSPB-1,0.871734,,01/01/2018,12/31/2018
050782,MSPB-1,1.064726,,01/01/2018,12/31/2018
050783,MSPB-1,0.858192,,01/01/2018,12/31/2018
060001,MSPB-1,0.995985,,01/01/2018,12/31/2018
060003,MSPB-1,1.026560,,01/01/2018,12/31/2018
060004,MSPB-1,0.966810,,01/01/2018,12/31/2018
060006,MSPB-1,0.955171,,01/01/2018,12/31/2018
060008,MSPB-1,1.031653,,01/01/2018,12/31/2018
060009,MSPB-1,0.963616,,01/01/2018,12/31/2018
060010,MSPB-1,0.918740,,01/01/2018,12/31/2018
060011,MSPB-1,0.945260,,01/01/2018,12/31/2018
060012,MSPB-1,0.994637,,01/01/2018,12/31/2018
060013,MSPB-1,0.958321,,01/01/2018,12/31/2018
060014,MSPB-1,1.063036,,01/01/2018,12/31/2018
060015,MSPB-1,1.002557,,01/01/2018,12/31/2018
060020,MSPB-1,1.015875,,01/01/2018,12/31/2018
060022,MSPB-1,1.011059,,01/01/2018,12/31/2018
060023,MSPB-1,1.023007,,01/01/2018,12/31/2018
060024,MSPB-1,0.975892,,01/01/2018,12/31/2018
060027,MSPB-1,0.981804,,01/01/2018,12/31/2018
060028,MSPB-1,0.952247,,01/01/2018,12/31/2018
060030,MSPB-1,1.018441,,01/01/2018,12/31/2018
060031,MSPB-1,0.991251,,01/01/2018,12/31/2018
060032,MSPB-1,0.961209,,01/01/2018,12/31/2018
060034,MSPB-1,1.034609,,01/01/2018,12/31/2018
060044,MSPB-1,0.960635,,01/01/2018,12/31/2018
060049,MSPB-1,0.863868,,01/01/2018,12/31/2018
060054,MSPB-1,0.943068,,01/01/2018,12/31/2018
060064,MSPB-1,0.968392,,01/01/2018,12/31/2018
060065,MSPB-1,0.987002,,01/01/2018,12/31/2018
060071,MSPB-1,0.934711,,01/01/2018,12/31/2018
060075,MSPB-1,1.017031,,01/01/2018,12/31/2018
060076,MSPB-1,1.041871,,01/01/2018,12/31/2018
060096,MSPB-1,0.879324,,01/01/2018,12/31/2018
060100,MSPB-1,1.011043,,01/01/2018,12/31/2018
060103,MSPB-1,0.977359,,01/01/2018,12/31/2018
060104,MSPB-1,0.955581,,01/01/2018,12/31/2018
060112,MSPB-1,0.973153,,01/01/2018,12/31/2018
060113,MSPB-1,0.981600,,01/01/2018,12/31/2018
060114,MSPB-1,0.996375,,01/01/2018,12/31/2018
060116,MSPB-1,0.970386,,01/01/2018,12/31/2018
060117,MSPB-1,0.972617,,01/01/2018,12/31/2018
060118,MSPB-1,0.877418,,01/01/2018,12/31/2018
060119,MSPB-1,1.000239,,01/01/2018,12/31/2018
060124,MSPB-1,0.892922,,01/01/2018,12/31/2018
060125,MSPB-1,0.968043,,01/01/2018,12/31/2018
060126,MSPB-1,1.046778,,01/01/2018,12/31/2018
060128,MSPB-1,0.925605,,01/01/2018,12/31/2018
060129,MSPB-1,N/A,1,01/01/2018,12/31/2018
060130,MSPB-1,1.003822,,01/01/2018,12/31/2018
070002,MSPB-1,1.014563,,01/01/2018,12/31/2018
070003,MSPB-1,1.100468,,01/01/2018,12/31/2018
070004,MSPB-1,0.907117,,01/01/2018,12/31/2018
070005,MSPB-1,0.982744,,01/01/2018,12/31/2018
070006,MSPB-1,1.029438,,01/01/2018,12/31/2018
070007,MSPB-1,0.987373,,01/01/2018,12/31/2018
070008,MSPB-1,1.015433,,01/01/2018,12/31/2018
070010,MSPB-1,1.002775,,01/01/2018,12/31/2018
070011,MSPB-1,0.976358,,01/01/2018,12/31/2018
070012,MSPB-1,0.981820,,01/01/2018,12/31/2018
070016,MSPB-1,1.021780,,01/01/2018,12/31/2018
070017,MSPB-1,0.982263,,01/01/2018,12/31/2018
070018,MSPB-1,1.012912,,01/01/2018,12/31/2018
070019,MSPB-1,1.039263,,01/01/2018,12/31/2018
070020,MSPB-1,0.975812,,01/01/2018,12/31/2018
070021,MSPB-1,0.930929,,01/01/2018,12/31/2018
070022,MSPB-1,1.012082,,01/01/2018,12/31/2018
070024,MSPB-1,1.026826,,01/01/2018,12/31/2018
070025,MSPB-1,0.989782,,01/01/2018,12/31/2018
070027,MSPB-1,0.975109,,01/01/2018,12/31/2018
070028,MSPB-1,1.044961,,01/01/2018,12/31/2018
070029,MSPB-1,1.017835,,01/01/2018,12/31/2018
070031,MSPB-1,1.007639,,01/01/2018,12/31/2018
070033,MSPB-1,1.020013,,01/01/2018,12/31/2018
070034,MSPB-1,0.993708,,01/01/2018,12/31/2018
070035,MSPB-1,1.037264,,01/01/2018,12/31/2018
070036,MSPB-1,0.989386,,01/01/2018,12/31/2018
070038,MSPB-1,N/A,1,01/01/2018,12/31/2018
070039,MSPB-1,1.082302,,01/01/2018,12/31/2018
070040,MSPB-1,N/A,1,01/01/2018,12/31/2018
080001,MSPB-1,1.019408,,01/01/2018,12/31/2018
080003,MSPB-1,1.010048,,01/01/2018,12/31/2018
080004,MSPB-1,1.023003,,01/01/2018,12/31/2018
080006,MSPB-1,1.020142,,01/01/2018,12/31/2018
080007,MSPB-1,0.977500,,01/01/2018,12/31/2018
080009,MSPB-1,1.001262,,01/01/2018,12/31/2018
090001,MSPB-1,1.014659,,01/01/2018,12/31/2018
090003,MSPB-1,0.947761,,01/01/2018,12/31/2018
090004,MSPB-1,1.024564,,01/01/2018,12/31/2018
090005,MSPB-1,0.947530,,01/01/2018,12/31/2018
090008,MSPB-1,1.040153,,01/01/2018,12/31/2018
090011,MSPB-1,1.012470,,01/01/2018,12/31/2018
100001,MSPB-1,0.992795,,01/01/2018,12/31/2018
100002,MSPB-1,1.076646,,01/01/2018,12/31/2018
100006,MSPB-1,1.012955,,01/01/2018,12/31/2018
100007,MSPB-1,1.018013,,01/01/2018,12/31/2018
100008,MSPB-1,1.028204,,01/01/2018,12/31/2018
100012,MSPB-1,1.015462,,01/01/2018,12/31/2018
100014,MSPB-1,0.995899,,01/01/2018,12/31/2018
100017,MSPB-1,1.048763,,01/01/2018,12/31/2018
100018,MSPB-1,1.033502,,01/01/2018,12/31/2018
100019,MSPB-1,1.061063,,01/01/2018,12/31/2018
100022,MSPB-1,1.047164,,01/01/2018,12/31/2018
100023,MSPB-1,0.992672,,01/01/2018,12/31/2018
100025,MSPB-1,1.003787,,01/01/2018,12/31/2018
100026,MSPB-1,1.075905,,01/01/2018,12/31/2018
100028,MSPB-1,1.012703,,01/01/2018,12/31/2018
100029,MSPB-1,1.149522,,01/01/2018,12/31/2018
100030,MSPB-1,0.989200,,01/01/2018,12/31/2018
100032,MSPB-1,1.093971,,01/01/2018,12/31/2018
100034,MSPB-1,1.060573,,01/01/2018,12/31/2018
100035,MSPB-1,1.071201,,01/01/2018,12/31/2018
100038,MSPB-1,1.058702,,01/01/2018,12/31/2018
100039,MSPB-1,1.078164,,01/01/2018,12/31/2018
100040,MSPB-1,0.994981,,01/01/2018,12/31/2018
100043,MSPB-1,1.026967,,01/01/2018,12/31/2018
100044,MSPB-1,1.044893,,01/01/2018,12/31/2018
100045,MSPB-1,0.995098,,01/01/2018,12/31/2018
100046,MSPB-1,0.991817,,01/01/2018,12/31/2018
100047,MSPB-1,0.995169,,01/01/2018,12/31/2018
100048,MSPB-1,0.972389,,01/01/2018,12/31/2018
100049,MSPB-1,1.026041,,01/01/2018,12/31/2018
100050,MSPB-1,1.191244,,01/01/2018,12/31/2018
100051,MSPB-1,0.949863,,01/01/2018,12/31/2018
100052,MSPB-1,1.028396,,01/01/2018,12/31/2018
100053,MSPB-1,1.216220,,01/01/2018,12/31/2018
100054,MSPB-1,0.952980,,01/01/2018,12/31/2018
100055,MSPB-1,1.019319,,01/01/2018,12/31/2018
100057,MSPB-1,0.946817,,01/01/2018,12/31/2018
100062,MSPB-1,1.046602,,01/01/2018,12/31/2018
100063,MSPB-1,1.101488,,01/01/2018,12/31/2018
100067,MSPB-1,1.050395,,01/01/2018,12/31/2018
100068,MSPB-1,1.027043,,01/01/2018,12/31/2018
100069,MSPB-1,0.992237,,01/01/2018,12/31/2018
100070,MSPB-1,1.081916,,01/01/2018,12/31/2018
100071,MSPB-1,1.066800,,01/01/2018,12/31/2018
100072,MSPB-1,1.017432,,01/01/2018,12/31/2018
100073,MSPB-1,1.033643,,01/01/2018,12/31/2018
100075,MSPB-1,1.031972,,01/01/2018,12/31/2018
100077,MSPB-1,1.031802,,01/01/2018,12/31/2018
100080,MSPB-1,1.024874,,01/01/2018,12/31/2018
100081,MSPB-1,1.065774,,01/01/2018,12/31/2018
100084,MSPB-1,1.000708,,01/01/2018,12/31/2018
100086,MSPB-1,1.087131,,01/01/2018,12/31/2018
100087,MSPB-1,1.044711,,01/01/2018,12/31/2018
100088,MSPB-1,1.016269,,01/01/2018,12/31/2018
100090,MSPB-1,0.984352,,01/01/2018,12/31/2018
100092,MSPB-1,1.003250,,01/01/2018,12/31/2018
100093,MSPB-1,0.953699,,01/01/2018,12/31/2018
100099,MSPB-1,1.031496,,01/01/2018,12/31/2018
100102,MSPB-1,1.057004,,01/01/2018,12/31/2018
100105,MSPB-1,1.054662,,01/01/2018,12/31/2018
100106,MSPB-1,1.033463,,01/01/2018,12/31/2018
100107,MSPB-1,0.914736,,01/01/2018,12/31/2018
100109,MSPB-1,1.001477,,01/01/2018,12/31/2018
100110,MSPB-1,1.009206,,01/01/2018,12/31/2018
100113,MSPB-1,1.020778,,01/01/2018,12/31/2018
100117,MSPB-1,1.020132,,01/01/2018,12/31/2018
100118,MSPB-1,0.982721,,01/01/2018,12/31/2018
100121,MSPB-1,1.009457,,01/01/2018,12/31/2018
100122,MSPB-1,1.009751,,01/01/2018,12/31/2018
100124,MSPB-1,0.994843,,01/01/2018,12/31/2018
100125,MSPB-1,1.017044,,01/01/2018,12/31/2018
100126,MSPB-1,1.069789,,01/01/2018,12/31/2018
100127,MSPB-1,1.025244,,01/01/2018,12/31/2018
100128,MSPB-1,1.001154,,01/01/2018,12/31/2018
100130,MSPB-1,0.957665,,01/01/2018,12/31/2018
100131,MSPB-1,1.040884,,01/01/2018,12/31/2018
100132,MSPB-1,1.075343,,01/01/2018,12/31/2018
100134,MSPB-1,0.914399,,01/01/2018,12/31/2018
100135,MSPB-1,1.045920,,01/01/2018,12/31/2018
100137,MSPB-1,0.997445,,01/01/2018,12/31/2018
100140,MSPB-1,0.963651,,01/01/2018,12/31/2018
100142,MSPB-1,1.073184,,01/01/2018,12/31/2018
100150,MSPB-1,0.992933,,01/01/2018,12/31/2018
100151,MSPB-1,0.967632,,01/01/2018,12/31/2018
100154,MSPB-1,1.078384,,01/01/2018,12/31/2018
100156,MSPB-1,1.018567,,01/01/2018,12/31/2018
100157,MSPB-1,0.995720,,01/01/2018,12/31/2018
100161,MSPB-1,0.970619,,01/01/2018,12/31/2018
100166,MSPB-1,1.044199,,01/01/2018,12/31/2018
100167,MSPB-1,1.040051,,01/01/2018,12/31/2018
100168,MSPB-1,1.054240,,01/01/2018,12/31/2018
100173,MSPB-1,1.078455,,01/01/2018,12/31/2018
100175,MSPB-1,0.981815,,01/01/2018,12/31/2018
100176,MSPB-1,1.051134,,01/01/2018,12/31/2018
100177,MSPB-1,1.010456,,01/01/2018,12/31/2018
100179,MSPB-1,1.030131,,01/01/2018,12/31/2018
100180,MSPB-1,1.089074,,01/01/2018,12/31/2018
100181,MSPB-1,1.049752,,01/01/2018,12/31/2018
100183,MSPB-1,1.124212,,01/01/2018,12/31/2018
100187,MSPB-1,1.139385,,01/01/2018,12/31/2018
100189,MSPB-1,1.043716,,01/01/2018,12/31/2018
100191,MSPB-1,1.022496,,01/01/2018,12/31/2018
100200,MSPB-1,1.072066,,01/01/2018,12/31/2018
100204,MSPB-1,1.003397,,01/01/2018,12/31/2018
100206,MSPB-1,1.002792,,01/01/2018,12/31/2018
100209,MSPB-1,1.017265,,01/01/2018,12/31/2018
100211,MSPB-1,1.034234,,01/01/2018,12/31/2018
100212,MSPB-1,1.024271,,01/01/2018,12/31/2018
100213,MSPB-1,1.020347,,01/01/2018,12/31/2018
100217,MSPB-1,1.001489,,01/01/2018,12/31/2018
100220,MSPB-1,1.017219,,01/01/2018,12/31/2018
100223,MSPB-1,1.030388,,01/01/2018,12/31/2018
100224,MSPB-1,1.104452,,01/01/2018,12/31/2018
100226,MSPB-1,1.036634,,01/01/2018,12/31/2018
100228,MSPB-1,1.048087,,01/01/2018,12/31/2018
100230,MSPB-1,1.009252,,01/01/2018,12/31/2018
100231,MSPB-1,0.974943,,01/01/2018,12/31/2018
100232,MSPB-1,1.017420,,01/01/2018,12/31/2018
100236,MSPB-1,0.994380,,01/01/2018,12/31/2018
100238,MSPB-1,1.058629,,01/01/2018,12/31/2018
100242,MSPB-1,1.057225,,01/01/2018,12/31/2018
100243,MSPB-1,0.965698,,01/01/2018,12/31/2018
100244,MSPB-1,1.035014,,01/01/2018,12/31/2018
100246,MSPB-1,1.103863,,01/01/2018,12/31/2018
100248,MSPB-1,1.123909,,01/01/2018,12/31/2018
100249,MSPB-1,1.014687,,01/01/2018,12/31/2018
100252,MSPB-1,0.943330,,01/01/2018,12/31/2018
100253,MSPB-1,0.992266,,01/01/2018,12/31/2018
100254,MSPB-1,0.993771,,01/01/2018,12/31/2018
100256,MSPB-1,1.014542,,01/01/2018,12/31/2018
100258,MSPB-1,1.109582,,01/01/2018,12/31/2018
100259,MSPB-1,0.981096,,01/01/2018,12/31/2018
100260,MSPB-1,1.007890,,01/01/2018,12/31/2018
100264,MSPB-1,1.023339,,01/01/2018,12/31/2018
100265,MSPB-1,1.059835,,01/01/2018,12/31/2018
100266,MSPB-1,0.916327,,01/01/2018,12/31/2018
100267,MSPB-1,1.022152,,01/01/2018,12/31/2018
100268,MSPB-1,1.108684,,01/01/2018,12/31/2018
100269,MSPB-1,1.012588,,01/01/2018,12/31/2018
100275,MSPB-1,1.061268,,01/01/2018,12/31/2018
100276,MSPB-1,1.068635,,01/01/2018,12/31/2018
100277,MSPB-1,0.794889,,01/01/2018,12/31/2018
100281,MSPB-1,1.051675,,01/01/2018,12/31/2018
100284,MSPB-1,1.214628,,01/01/2018,12/31/2018
100285,MSPB-1,1.030299,,01/01/2018,12/31/2018
100286,MSPB-1,0.982680,,01/01/2018,12/31/2018
100287,MSPB-1,1.089239,,01/01/2018,12/31/2018
100288,MSPB-1,1.130596,,01/01/2018,12/31/2018
100289,MSPB-1,0.972864,,01/01/2018,12/31/2018
100290,MSPB-1,1.057181,,01/01/2018,12/31/2018
100291,MSPB-1,1.046208,,01/01/2018,12/31/2018
100292,MSPB-1,0.976118,,01/01/2018,12/31/2018
100296,MSPB-1,0.992644,,01/01/2018,12/31/2018
100299,MSPB-1,1.072106,,01/01/2018,12/31/2018
100302,MSPB-1,0.989059,,01/01/2018,12/31/2018
100307,MSPB-1,0.997521,,01/01/2018,12/31/2018
100313,MSPB-1,0.899437,,01/01/2018,12/31/2018
100314,MSPB-1,0.966169,,01/01/2018,12/31/2018
100315,MSPB-1,1.009590,,01/01/2018,12/31/2018
100316,MSPB-1,1.022970,,01/01/2018,12/31/2018
100319,MSPB-1,0.989727,,01/01/2018,12/31/2018
100320,MSPB-1,0.961516,,01/01/2018,12/31/2018
100321,MSPB-1,0.950714,,01/01/2018,12/31/2018
100322,MSPB-1,N/A,1,01/01/2018,12/31/2018
100329,MSPB-1,1.045015,,01/01/2018,12/31/2018
110001,MSPB-1,0.936147,,01/01/2018,12/31/2018
110002,MSPB-1,1.052672,,01/01/2018,12/31/2018
110003,MSPB-1,0.971436,,01/01/2018,12/31/2018
110005,MSPB-1,0.942758,,01/01/2018,12/31/2018
110006,MSPB-1,0.948035,,01/01/2018,12/31/2018
110007,MSPB-1,0.941632,,01/01/2018,12/31/2018
110008,MSPB-1,0.976008,,01/01/2018,12/31/2018
110010,MSPB-1,0.947936,,01/01/2018,12/31/2018
110011,MSPB-1,1.015503,,01/01/2018,12/31/2018
110015,MSPB-1,0.944228,,01/01/2018,12/31/2018
110016,MSPB-1,0.985943,,01/01/2018,12/31/2018
110018,MSPB-1,1.059015,,01/01/2018,12/31/2018
110023,MSPB-1,0.931249,,01/01/2018,12/31/2018
110024,MSPB-1,1.053527,,01/01/2018,12/31/2018
110025,MSPB-1,0.935420,,01/01/2018,12/31/2018
110026,MSPB-1,0.975360,,01/01/2018,12/31/2018
110027,MSPB-1,1.048767,,01/01/2018,12/31/2018
110028,MSPB-1,1.008063,,01/01/2018,12/31/2018
110029,MSPB-1,0.947055,,01/01/2018,12/31/2018
110030,MSPB-1,0.929477,,01/01/2018,12/31/2018
110031,MSPB-1,1.007491,,01/01/2018,12/31/2018
110032,MSPB-1,0.911438,,01/01/2018,12/31/2018
110034,MSPB-1,1.015813,,01/01/2018,12/31/2018
110035,MSPB-1,0.967837,,01/01/2018,12/31/2018
110036,MSPB-1,1.041587,,01/01/2018,12/31/2018
110038,MSPB-1,1.006265,,01/01/2018,12/31/2018
110040,MSPB-1,0.947375,,01/01/2018,12/31/2018
110041,MSPB-1,0.999670,,01/01/2018,12/31/2018
110042,MSPB-1,0.916028,,01/01/2018,12/31/2018
110043,MSPB-1,1.008631,,01/01/2018,12/31/2018
110044,MSPB-1,0.940315,,01/01/2018,12/31/2018
110045,MSPB-1,0.858051,,01/01/2018,12/31/2018
110046,MSPB-1,0.917418,,01/01/2018,12/31/2018
110050,MSPB-1,0.796268,,01/01/2018,12/31/2018
110051,MSPB-1,0.941661,,01/01/2018,12/31/2018
110054,MSPB-1,1.006449,,01/01/2018,12/31/2018
110064,MSPB-1,1.045163,,01/01/2018,12/31/2018
110069,MSPB-1,0.994546,,01/01/2018,12/31/2018
110071,MSPB-1,0.961883,,01/01/2018,12/31/2018
110073,MSPB-1,0.895478,,01/01/2018,12/31/2018
110074,MSPB-1,0.960248,,01/01/2018,12/31/2018
110075,MSPB-1,1.023279,,01/01/2018,12/31/2018
110076,MSPB-1,1.042847,,01/01/2018,12/31/2018
110078,MSPB-1,0.980107,,01/01/2018,12/31/2018
110079,MSPB-1,0.978812,,01/01/2018,12/31/2018
110082,MSPB-1,0.952735,,01/01/2018,12/31/2018
110083,MSPB-1,0.961394,,01/01/2018,12/31/2018
110086,MSPB-1,0.807276,,01/01/2018,12/31/2018
110087,MSPB-1,0.961057,,01/01/2018,12/31/2018
110089,MSPB-1,0.959713,,01/01/2018,12/31/2018
110091,MSPB-1,0.985978,,01/01/2018,12/31/2018
110092,MSPB-1,0.997437,,01/01/2018,12/31/2018
110095,MSPB-1,0.934519,,01/01/2018,12/31/2018
110100,MSPB-1,0.872560,,01/01/2018,12/31/2018
110101,MSPB-1,0.847137,,01/01/2018,12/31/2018
110104,MSPB-1,0.904650,,01/01/2018,12/31/2018
110105,MSPB-1,0.999291,,01/01/2018,12/31/2018
110107,MSPB-1,1.047074,,01/01/2018,12/31/2018
110109,MSPB-1,0.874454,,01/01/2018,12/31/2018
110111,MSPB-1,0.986975,,01/01/2018,12/31/2018
110113,MSPB-1,0.997474,,01/01/2018,12/31/2018
110115,MSPB-1,1.033257,,01/01/2018,12/31/2018
110121,MSPB-1,0.928537,,01/01/2018,12/31/2018
110122,MSPB-1,0.984432,,01/01/2018,12/31/2018
110124,MSPB-1,0.989531,,01/01/2018,12/31/2018
110125,MSPB-1,0.963301,,01/01/2018,12/31/2018
110128,MSPB-1,0.976591,,01/01/2018,12/31/2018
110129,MSPB-1,1.017097,,01/01/2018,12/31/2018
110130,MSPB-1,0.828344,,01/01/2018,12/31/2018
110132,MSPB-1,0.863360,,01/01/2018,12/31/2018
110135,MSPB-1,1.067599,,01/01/2018,12/31/2018
110142,MSPB-1,0.800194,,01/01/2018,12/31/2018
110143,MSPB-1,0.997439,,01/01/2018,12/31/2018
110146,MSPB-1,0.885048,,01/01/2018,12/31/2018
110150,MSPB-1,0.970914,,01/01/2018,12/31/2018
110153,MSPB-1,0.948127,,01/01/2018,12/31/2018
110161,MSPB-1,0.978051,,01/01/2018,12/31/2018
110164,MSPB-1,0.992944,,01/01/2018,12/31/2018
110165,MSPB-1,0.954537,,01/01/2018,12/31/2018
110168,MSPB-1,0.928810,,01/01/2018,12/31/2018
110177,MSPB-1,0.982803,,01/01/2018,12/31/2018
110184,MSPB-1,0.945472,,01/01/2018,12/31/2018
110189,MSPB-1,0.931811,,01/01/2018,12/31/2018
110190,MSPB-1,N/A,1,01/01/2018,12/31/2018
110191,MSPB-1,0.986246,,01/01/2018,12/31/2018
110192,MSPB-1,1.024246,,01/01/2018,12/31/2018
110194,MSPB-1,0.756394,,01/01/2018,12/31/2018
110198,MSPB-1,0.976928,,01/01/2018,12/31/2018
110200,MSPB-1,0.972924,,01/01/2018,12/31/2018
110201,MSPB-1,0.989235,,01/01/2018,12/31/2018
110209,MSPB-1,1.243419,,01/01/2018,12/31/2018
110215,MSPB-1,0.963935,,01/01/2018,12/31/2018
110225,MSPB-1,0.927464,,01/01/2018,12/31/2018
110226,MSPB-1,0.974187,,01/01/2018,12/31/2018
110229,MSPB-1,0.977921,,01/01/2018,12/31/2018
110230,MSPB-1,0.934336,,01/01/2018,12/31/2018
110233,MSPB-1,1.167007,,01/01/2018,12/31/2018
110234,MSPB-1,1.026278,,01/01/2018,12/31/2018
110236,MSPB-1,0.921294,,01/01/2018,12/31/2018
120001,MSPB-1,0.955458,,01/01/2018,12/31/2018
120002,MSPB-1,0.875181,,01/01/2018,12/31/2018
120004,MSPB-1,0.903082,,01/01/2018,12/31/2018
120005,MSPB-1,0.931642,,01/01/2018,12/31/2018
120006,MSPB-1,0.889713,,01/01/2018,12/31/2018
120007,MSPB-1,0.985631,,01/01/2018,12/31/2018
120011,MSPB-1,0.814948,,01/01/2018,12/31/2018
120014,MSPB-1,0.860730,,01/01/2018,12/31/2018
120019,MSPB-1,0.879330,,01/01/2018,12/31/2018
120022,MSPB-1,0.968473,,01/01/2018,12/31/2018
120026,MSPB-1,0.952875,,01/01/2018,12/31/2018
120028,MSPB-1,0.954041,,01/01/2018,12/31/2018
130002,MSPB-1,0.952299,,01/01/2018,12/31/2018
130003,MSPB-1,0.984467,,01/01/2018,12/31/2018
130006,MSPB-1,0.930185,,01/01/2018,12/31/2018
130007,MSPB-1,0.965529,,01/01/2018,12/31/2018
130013,MSPB-1,0.901100,,01/01/2018,12/31/2018
130014,MSPB-1,0.938924,,01/01/2018,12/31/2018
130018,MSPB-1,1.018817,,01/01/2018,12/31/2018
130025,MSPB-1,0.996109,,01/01/2018,12/31/2018
130028,MSPB-1,0.955576,,01/01/2018,12/31/2018
130049,MSPB-1,1.016461,,01/01/2018,12/31/2018
130063,MSPB-1,0.882357,,01/01/2018,12/31/2018
130065,MSPB-1,0.994426,,01/01/2018,12/31/2018
130066,MSPB-1,0.934008,,01/01/2018,12/31/2018
130071,MSPB-1,0.920896,,01/01/2018,12/31/2018
140001,MSPB-1,0.947155,,01/01/2018,12/31/2018
140002,MSPB-1,0.917265,,01/01/2018,12/31/2018
140007,MSPB-1,1.108433,,01/01/2018,12/31/2018
140008,MSPB-1,1.039493,,01/01/2018,12/31/2018
140010,MSPB-1,1.024750,,01/01/2018,12/31/2018
140011,MSPB-1,1.009144,,01/01/2018,12/31/2018
140012,MSPB-1,0.902954,,01/01/2018,12/31/2018
140013,MSPB-1,0.948993,,01/01/2018,12/31/2018
140015,MSPB-1,0.936511,,01/01/2018,12/31/2018
140018,MSPB-1,1.008839,,01/01/2018,12/31/2018
140019,MSPB-1,1.022053,,01/01/2018,12/31/2018
140029,MSPB-1,1.080035,,01/01/2018,12/31/2018
140030,MSPB-1,1.023566,,01/01/2018,12/31/2018
140032,MSPB-1,0.952884,,01/01/2018,12/31/2018
140033,MSPB-1,N/A,1,01/01/2018,12/31/2018
140034,MSPB-1,0.943745,,01/01/2018,12/31/2018
140040,MSPB-1,0.996375,,01/01/2018,12/31/2018
140043,MSPB-1,0.956707,,01/01/2018,12/31/2018
140046,MSPB-1,0.995147,,01/01/2018,12/31/2018
140048,MSPB-1,0.976620,,01/01/2018,12/31/2018
140049,MSPB-1,1.018198,,01/01/2018,12/31/2018
140052,MSPB-1,0.958253,,01/01/2018,12/31/2018
140053,MSPB-1,1.017100,,01/01/2018,12/31/2018
140054,MSPB-1,1.036177,,01/01/2018,12/31/2018
140058,MSPB-1,0.974563,,01/01/2018,12/31/2018
140059,MSPB-1,1.079439,,01/01/2018,12/31/2018
140062,MSPB-1,1.006115,,01/01/2018,12/31/2018
140063,MSPB-1,0.925030,,01/01/2018,12/31/2018
140064,MSPB-1,0.978335,,01/01/2018,12/31/2018
140065,MSPB-1,1.073357,,01/01/2018,12/31/2018
140067,MSPB-1,0.974497,,01/01/2018,12/31/2018
140068,MSPB-1,1.096582,,01/01/2018,12/31/2018
140077,MSPB-1,0.885408,,01/01/2018,12/31/2018
140080,MSPB-1,1.052537,,01/01/2018,12/31/2018
140082,MSPB-1,1.144005,,01/01/2018,12/31/2018
140083,MSPB-1,1.131051,,01/01/2018,12/31/2018
140084,MSPB-1,1.040323,,01/01/2018,12/31/2018
140088,MSPB-1,1.042472,,01/01/2018,12/31/2018
140089,MSPB-1,0.975563,,01/01/2018,12/31/2018
140091,MSPB-1,0.990498,,01/01/2018,12/31/2018
140093,MSPB-1,1.016983,,01/01/2018,12/31/2018
140095,MSPB-1,0.934025,,01/01/2018,12/31/2018
140100,MSPB-1,1.164517,,01/01/2018,12/31/2018
140101,MSPB-1,1.007150,,01/01/2018,12/31/2018
140103,MSPB-1,1.008024,,01/01/2018,12/31/2018
140110,MSPB-1,1.010643,,01/01/2018,12/31/2018
140113,MSPB-1,1.000609,,01/01/2018,12/31/2018
140114,MSPB-1,1.070744,,01/01/2018,12/31/2018
140115,MSPB-1,1.021529,,01/01/2018,12/31/2018
140116,MSPB-1,1.008761,,01/01/2018,12/31/2018
140117,MSPB-1,1.158026,,01/01/2018,12/31/2018
140118,MSPB-1,1.014534,,01/01/2018,12/31/2018
140119,MSPB-1,0.986559,,01/01/2018,12/31/2018
140120,MSPB-1,0.915119,,01/01/2018,12/31/2018
140122,MSPB-1,1.061429,,01/01/2018,12/31/2018
140124,MSPB-1,0.913778,,01/01/2018,12/31/2018
140125,MSPB-1,0.970815,,01/01/2018,12/31/2018
140127,MSPB-1,0.954917,,01/01/2018,12/31/2018
140130,MSPB-1,0.954998,,01/01/2018,12/31/2018
