"ASC-1 Measure Nat Rate","ASC-2 Measure Nat Rate","ASC-3 Measure Nat Rate","ASC-4 Measure Nat Rate","Avg ASC-9 Nat Rate","Avg ASC-10 Nat Rate","Avg ASC-11 Nat Rate","Avg ASC-13 Nat Rate","Avg ASC-14 Nat Rate","Median ASC-9 Nat Rate","Median ASC-10 Nat Rate","Median ASC-11 Nat Rate","Median ASC-13 Nat Rate","Median ASC-14 Nat Rate","ASC-12 Nat Rate","ASC-12 Better","ASC-12 No Different","ASC-12 Worse","ASC-12 Too Small"
0.173,0.073,0.020,0.331,81.24,72.98,94.45,85.53,0.42,92.71,91.67,100.00,100.00,0.26,12.2,14,2044,15,188
