GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
0400000US12,12,Florida,19858469,2826,3070972,25205,1387764,14239,137558,3293,27116,1382,157555,3380,70881,2300,25405,1551,44536,1850,172867,3789,160335,3623,135734,3043,149596,3291,154018,3233,86426,2072,65737,2314,1683208,13036,129836,3028,25406,1408,146976,3408,66544,2011,24055,1283,45904,1813,195379,3228,236981,3925,195865,3597,184644,3358,184461,3011,125273,2181,121884,2866,16787497,25704,8257191,14814,418102,3444,83861,2445,526615,4621,280498,3643,97920,2273,194482,2588,662492,4201,1106284,4017,1048375,3104,1171163,3331,1077267,3315,911176,2197,678956,2362,8530306,13262,401996,3024,79765,1905,514196,4575,266433,3391,92048,2083,187191,2644,609671,3380,1043251,3937,1042174,3629,1213335,3644,1210633,2937,1029065,2046,840548,2919
0400000US13,13,Georgia,9931935,1786,1679030,17731,735445,9114,89008,2191,18675,1144,104287,3128,47199,1777,14120,872,25810,1213,100284,2433,85459,2813,72638,1998,68633,2093,65761,1869,28102,1209,15469,885,943585,10504,86268,2358,17096,1006,101292,2492,46864,1908,14411,1002,27420,1319,124015,2801,144535,2980,115993,2397,91729,2308,86182,2403,47522,1410,40258,1228,8252905,17889,4060385,9121,240414,2317,50311,1662,323190,3728,166270,2839,58230,1652,117220,1977,353006,2563,572956,3336,570633,2222,599412,2341,498331,2039,335230,1448,175182,1036,4192520,10838,231912,2614,46875,1658,307540,3496,163741,3256,56315,1720,109580,1735,320170,2924,560514,3103,589714,2486,628549,2552,548445,2540,382745,1516,246420,1476
0400000US15,15,Hawaii,1383246,678,143148,3792,65279,2207,6154,535,1522,274,6202,710,2739,432,1088,248,2125,275,7628,567,8200,677,5851,521,7242,615,8895,536,4341,461,3292,314,77869,2258,6128,574,1043,206,6421,505,2575,362,1050,210,1963,314,9259,732,12671,788,8498,606,8093,640,9036,496,4621,424,6511,509,1240098,3801,623179,2309,39609,632,7626,561,44737,981,22259,721,6764,375,14133,491,50609,747,94754,825,82646,564,81301,590,80507,566,60007,482,38227,352,616919,2321,37357,643,7363,558,41817,826,20669,795,6777,392,13337,445,44093,822,84764,843,78347,566,81640,647,84030,559,63854,450,52871,548
0400000US16,16,Idaho,1626557,648,236000,6569,109571,3900,11877,976,2421,406,13531,1093,5525,609,2417,478,3557,463,20097,1080,13231,875,10956,1060,8777,723,9352,788,4897,489,2933,348,126429,3713,10873,814,2122,383,13008,1160,5414,670,1706,281,3975,458,22077,967,18779,999,13635,1011,11128,957,10441,703,6878,638,6393,488,1390557,6752,701838,3936,45181,984,9458,769,63295,1572,31109,1140,10403,564,20621,699,55771,1082,92907,1045,90075,1162,88986,889,89362,898,65896,551,38774,382,688719,3824,44705,819,9440,741,58415,1376,30404,1358,9296,689,19855,702,49147,1023,86908,1120,86947,1207,87987,1106,92914,734,67254,688,45447,636
0400000US17,17,Illinois,12551822,2127,1698613,17817,751968,8819,81927,2201,14892,825,95230,2220,43053,1642,14260,801,27991,1030,109001,2779,89839,2369,76765,2181,72957,1891,73124,1710,31432,1006,21497,906,946645,10406,78945,1921,14878,989,93932,2474,41917,1509,14435,867,28048,1120,138903,2627,143906,2902,112679,2501,89751,1899,85725,1776,51032,1250,52494,1352,10853209,18303,5385626,9149,313754,2307,64626,1490,404471,3522,208784,2572,74739,1658,143044,1609,456239,2997,782790,2794,734057,2489,770602,2034,707723,1722,446146,1088,278651,1102,5467583,10875,298795,2073,59964,1586,385183,3241,204302,2576,68620,1283,140070,1575,413956,2628,736422,2825,717688,2556,788318,1979,752578,1825,502523,1398,399164,1584
0400000US18,18,Indiana,6412384,1719,933540,11730,410928,6296,49152,1637,8834,706,55274,1860,24567,1200,7534,674,14131,881,63785,1817,48634,1798,40432,1435,39326,1135,36227,1209,13850,798,9182,640,522612,7008,47716,1829,9341,756,51946,1724,23228,1144,8224,586,14962,785,84443,1822,81561,1741,59321,1810,50281,1594,44973,1321,23146,881,23470,943,5478844,12135,2734869,6689,160714,1704,32839,1075,211793,2590,109186,2173,39920,1192,75477,1302,234867,1921,361086,1927,358032,1754,388609,1485,373801,1403,243520,940,145025,792,2743975,7298,151644,1877,32492,1284,200094,2296,105764,2117,36768,1197,72788,1264,201623,1958,339223,1717,349461,2137,390498,1672,389617,1392,269303,1170,204700,1162
0400000US19,19,Iowa,3016358,984,361343,6055,161197,3361,16032,876,3599,484,18880,962,7478,637,3089,377,5047,434,34082,1405,18886,792,14114,746,14273,813,14251,580,6669,401,4797,375,200146,3787,16029,807,3338,372,17154,868,7371,512,2371,335,5063,370,42348,1199,29224,1165,20061,1053,17414,839,16599,753,9175,535,13999,676,2655015,6214,1334044,3587,82880,939,16932,728,104309,1495,53780,1165,17186,652,35902,665,105482,1426,176513,1060,168670,909,182823,1047,187648,705,120353,556,81566,575,1320971,3738,78544,819,16133,842,101106,1539,50548,1372,18087,740,33862,861,89773,1279,161073,1205,161048,1092,180383,890,189601,818,129314,633,111499,831
0400000US20,20,Kansas,2820265,914,361285,6825,163671,3851,19239,954,3901,455,19289,1023,8693,705,2707,373,4718,427,32742,1489,19784,977,14543,849,13874,784,13769,593,5634,413,4778,403,197614,3780,17843,819,3823,521,20242,1035,7904,635,2698,364,5079,509,37234,1302,28859,923,20122,950,16372,797,16714,809,9171,554,11553,562,2458980,6921,1233326,3642,80204,1083,16940,921,102020,1523,51109,1229,17614,655,35060,709,103290,1448,169555,1181,158067,1070,162894,908,164169,692,105177,505,67227,594,1225654,4167,76933,974,16461,756,95364,1601,50061,1275,16260,709,33350,800,90775,1197,157664,1154,151044,1019,164203,864,169487,864,112481,759,91571,708
0400000US21,21,Kentucky,4287887,1240,783586,11742,348719,6083,39276,1529,7379,694,41479,1671,18090,1000,5928,556,11171,646,45420,1501,42468,1380,37357,1329,38965,1243,36210,1308,15418,636,9558,631,434867,6486,35693,1421,7275,677,41744,1713,18426,877,6906,540,11459,713,57691,1815,64220,1697,49955,1537,49517,1551,45013,1337,23783,946,23185,964,3504301,11693,1752284,6387,99141,1581,21051,960,128976,2055,66658,1593,22717,726,47108,1022,148961,1651,230846,1517,230619,1608,251114,1415,242370,1341,168264,963,94459,842,1752017,6389,93623,1420,18243,821,121315,2124,62133,1334,22237,884,42682,1136,122994,1786,216189,1978,226839,1640,254862,1737,255737,1355,185769,1011,129394,1077
0400000US22,22,Louisiana,4531570,1185,887574,11479,381637,6375,47603,1887,9089,837,53820,1751,22511,1079,7121,684,14930,906,52334,1963,43266,1724,31109,1294,33938,1447,38409,1514,17789,940,9718,587,505937,6589,46636,1612,7869,628,50686,1641,22808,1114,7248,633,13459,826,67831,2034,83028,2210,54463,1665,49922,1711,48500,1513,28812,1089,24675,849,3643996,11500,1810309,6374,108352,1973,22443,1299,132371,2608,69469,1983,23404,1024,47414,1390,159459,2217,271966,1935,237547,1751,247098,1638,239945,1491,159170,959,91671,690,1833687,6546,103776,1688,20043,1267,131492,2117,65030,1628,22817,1001,46238,1325,141059,2063,251167,2086,233072,1678,257056,1719,258660,1616,176546,1185,126731,1081
0400000US23,23,Maine,1294998,500,166904,4243,75323,2433,6232,616,1448,302,7755,695,2944,302,1511,260,1919,251,9909,783,9498,696,8065,622,9094,587,9654,636,4274,368,3020,346,91581,2475,6456,579,1122,254,6849,590,2516,306,1178,221,2001,280,11717,798,14133,717,10250,631,10271,628,11070,624,6947,510,7071,498,1128094,4220,556799,2481,25880,631,5512,476,35301,964,19399,798,7194,428,13402,504,38778,936,65257,704,66659,648,86095,671,90130,702,65445,435,37747,428,571295,2590,24395,570,4873,427,35072,871,17997,721,6405,502,13423,495,34595,830,62819,682,68002,722,89020,684,96167,688,68011,529,50516,559
0400000US24,24,Maryland,5856088,1106,566966,8468,243895,4731,25613,1188,5014,489,28102,1391,12588,878,4638,510,8686,561,33749,1577,28083,1357,22615,1180,26078,1014,26317,1011,12889,647,9523,652,323071,5106,26355,1336,5197,537,28723,1368,12555,723,5233,498,8679,673,43190,1626,51394,1409,34580,1195,33891,1264,31635,1160,20124,956,21515,951,5289122,8630,2580452,5027,158984,1249,30544,1151,198834,2485,102200,1802,34436,1035,68728,1050,213831,1646,368719,1457,343675,1287,384755,1095,339712,1071,211131,758,124903,649,2708670,5014,150710,1350,30582,1320,188473,2334,96368,1796,33791,1084,64490,1109,199376,1539,364665,1427,359662,1284,416682,1320,378794,1160,246544,957,178533,1057
0400000US25,25,Massachusetts,6552347,1023,727546,9337,314554,4939,29369,1301,5293,617,32920,1480,16202,950,5413,480,11192,814,47075,1894,40074,1671,28892,1426,33067,1377,34601,1289,17744,850,12712,661,412992,6274,28331,1357,6273,607,31854,1498,14906,856,5594,518,11633,714,56394,2175,66394,1793,45616,1429,43443,1712,42278,1414,27635,963,32641,1199,5824801,9466,2864158,4913,152965,1316,30927,1002,194681,2134,106088,1662,35188,1045,74557,1214,236468,1875,421316,1899,373656,1592,435163,1402,394351,1347,250977,987,157821,917,2960643,6676,146378,1475,30186,1306,188698,2228,99685,2035,33644,1022,69955,1344,212562,2427,406226,1820,380414,1466,455357,1700,424896,1456,285659,1041,226983,1224
0400000US26,26,Michigan,9698121,1919,1510841,14363,684867,7208,73298,1988,13187,914,78891,1791,37552,1344,12294,679,23963,872,111824,2295,81539,1749,65904,1617,72991,1713,70173,1601,27433,866,15818,761,825974,8572,69496,2030,12542,685,78047,2175,34889,1167,11950,803,24619,862,135970,2334,121919,2165,90838,1746,84657,1852,78453,1601,42203,1039,40391,933,8187280,14434,4063945,7373,213513,2177,45673,1234,286643,2632,154860,1803,54121,1226,112385,1488,351887,2203,515380,1848,504510,1856,592099,1878,591310,1721,397389,922,244175,892,4123335,8552,204395,2105,41974,1357,275409,2817,147866,2042,52454,990,105216,1298,309690,2472,479925,2140,500767,1886,608073,1906,628304,1578,433546,1063,335716,1183
0400000US27,27,Minnesota,5366210,1106,560995,7686,255682,3997,25839,1111,5096,511,30409,1175,12352,687,3873,326,8377,549,45148,1565,32450,1102,22719,999,24982,929,25286,796,10651,483,8500,493,305313,4488,25187,1035,4597,440,29633,1138,11617,778,4412,416,7648,552,55565,1669,46710,1354,31271,1071,25659,878,26430,973,14779,543,21805,815,4805215,7853,2412230,4200,150535,1213,31133,1028,186745,1986,95189,1702,31602,917,64365,1000,187712,1684,342047,1259,316221,1115,343740,1025,331657,932,204055,582,127229,609,2392985,4682,142935,1098,28412,959,181948,1625,90612,1436,30463,757,61405,898,165830,1870,320374,1366,302275,1101,344085,998,338092,1000,217159,678,169395,939
0400000US28,28,Mississippi,2890123,861,620007,9384,266972,4761,30751,1269,5870,525,38418,1621,17811,874,5587,499,10475,667,35189,1366,29853,1551,23819,1283,24374,1012,26395,1110,11120,657,7310,671,353035,6159,30258,1435,6162,631,36929,1453,17345,1123,5574,540,10651,802,46344,1951,52683,1609,39933,1427,35039,1149,35154,1392,18676,753,18287,894,2270116,9368,1122261,4884,65313,1306,12748,790,87951,1730,44111,1471,15962,956,30311,1173,99362,1688,149908,1730,146967,1476,155165,1254,148653,1214,106302,791,59508,748,1147855,6008,62100,1450,13058,790,81797,1726,42038,1476,14846,805,28902,1065,85329,1903,143983,1778,149087,1409,163022,1178,161041,1470,117907,785,84745,992
0400000US29,29,Missouri,5891760,1634,861679,10146,382763,5212,42268,1398,8112,634,46556,1575,21024,1030,6538,612,12480,705,58896,1794,46475,1506,33904,1412,39957,1217,39040,1223,16745,797,10768,593,478916,6171,41845,1593,7223,639,47991,1780,19212,1035,6556,571,12194,670,74052,2062,74149,1860,50413,1604,47266,1362,44742,1316,26095,982,27178,1008,5030081,10292,2494991,5462,145288,1433,28460,1125,186485,2398,96634,1895,33142,935,67921,1131,205215,1854,341186,1695,319540,1568,349706,1578,342386,1383,233373,881,145655,850,2535090,6568,136368,1641,28113,1099,174931,2351,92226,2033,32902,1096,63590,1258,180698,2242,325740,1981,315068,1553,359037,1634,367999,1338,259908,1226,198510,1017
0400000US30,30,Montana,1004612,620,144198,3435,67391,1983,6341,551,1424,264,6351,490,3030,398,841,169,1792,268,14113,929,8705,582,5946,499,5993,586,7424,475,3309,380,2122,247,76807,2024,5665,440,1154,187,6816,664,2742,317,1187,227,1472,223,14556,722,10797,656,7340,416,7543,590,8796,517,4576,467,4163,338,860414,3469,436116,2141,24610,610,5385,500,31435,875,15695,670,5880,420,10710,394,32739,913,55836,790,53436,597,57122,646,66318,503,48524,373,28426,294,424298,1997,23170,533,4966,439,29897,880,15030,686,5206,369,10084,426,28785,798,52059,735,50528,565,56409,654,67849,552,46838,466,33477,420
0400000US31,31,Nebraska,1839825,737,220330,5603,96880,2723,12501,705,2164,283,11756,800,4857,450,1600,225,2989,319,18158,854,12681,785,8385,610,8301,598,6780,403,3410,333,3298,314,123450,3424,11514,817,2230,278,12227,801,4739,386,1838,263,3542,401,23332,1026,17493,976,12809,789,10436,629,9444,603,5339,364,8507,497,1619495,5659,818675,2786,53774,701,10622,546,68104,1310,34212,889,11606,531,22284,571,66942,956,114332,946,106328,644,107697,707,109482,571,68797,402,44495,420,800820,3501,51210,859,10791,568,64451,1202,31695,886,9992,457,20960,562,57112,1025,105660,920,99701,871,105804,673,110668,678,73535,462,59241,611
0400000US32,32,Nevada,2846365,1176,405263,7547,189393,3724,21388,1029,4064,493,24458,1179,9798,729,3046,376,6681,572,21854,1296,23664,1159,20290,1218,19804,1091,19220,956,10323,480,4803,500,215870,4656,19246,966,3328,416,21938,1236,10139,715,3507,421,6075,591,25867,1136,35078,1171,27830,1163,22761,1067,19827,1033,11906,763,8368,571,2441102,7886,1231986,3978,70073,1062,14525,908,89577,1612,45963,1437,15242,718,31917,784,101227,1288,183411,1280,171433,1213,174078,1212,152356,1003,116249,520,65935,523,1209116,4811,67483,1019,13512,767,88768,1808,43988,1467,15171,674,29448,897,93096,1132,169315,1154,162783,1130,167173,1127,159970,1110,122902,804,75507,596
0400000US33,33,New Hampshire,1289255,529,104470,3054,46286,1550,3634,394,964,304,4347,575,2117,321,705,179,1753,313,7900,646,5531,529,3608,477,5869,511,5788,504,2230,249,1840,239,58184,2076,3859,502,541,155,4295,560,1724,257,601,199,1453,302,9489,780,9972,746,5605,522,6803,584,6489,543,3261,326,4092,409,1184785,3151,591348,1854,28838,466,6559,566,39353,1064,20695,852,7446,488,15681,482,46664,815,72220,652,72673,586,95098,551,93308,569,59625,333,33188,338,593437,2249,26934,544,6002,487,39522,1006,20227,836,6970,505,14881,523,41089,834,65748,781,73070,614,96724,613,95671,597,63017,423,43582,484
0400000US34,34,New Jersey,8783989,1313,938252,12067,412106,6375,46275,1740,8679,579,50854,1690,23422,1151,7666,685,16117,782,47723,1822,48572,1754,43497,1671,43160,1491,39433,1468,20228,929,16480,860,526146,7311,43517,1604,8773,746,50013,1921,23735,1037,8144,681,14320,852,55940,1807,74668,2064,66636,1789,57829,1638,51270,1679,33488,1011,37813,1401,7845737,12190,3856985,6694,219259,1719,45295,1455,284480,2457,150571,2009,51804,1374,102268,1443,326741,2092,518638,1854,521196,1738,590034,1466,519423,1488,320690,1050,206586,907,3988752,7314,210877,1513,43574,1373,272783,2509,143163,2425,48854,1294,100684,1569,301329,1891,493253,2099,521903,1876,616687,1672,556723,1795,372233,1080,306689,1624
0400000US35,35,New Mexico,2043896,572,420293,8397,192619,4267,20290,1089,4521,485,25775,1387,11123,768,3594,499,6252,519,24543,1200,24833,1178,19152,1026,19344,1116,18976,879,8625,598,5591,469,227674,5085,21946,1140,4019,483,24511,1234,10159,763,3631,455,6972,712,29174,1303,33916,1302,25353,1072,21955,1056,21650,947,13594,743,10794,555,1623603,8273,811578,4306,45755,1048,8738,617,60274,1598,31844,1124,10001,713,22110,788,74719,1285,111912,1223,99031,1211,104489,1198,109199,975,82660,683,50846,570,812025,4909,41379,1119,9117,725,58891,1542,30267,1446,9731,609,20301,819,64973,1367,100413,1229,96265,1137,109423,1139,119961,995,88277,746,63027,680
0400000US36,36,New York,19285448,2181,2908471,23351,1284016,12517,132893,3017,25567,1059,150156,3049,67136,1942,24532,1018,45592,1329,167912,2924,160921,2906,126364,2386,139239,2810,127869,2705,66958,2069,48877,1487,1624455,13535,127648,2606,24995,1098,144795,3184,65933,1814,24543,1040,44314,1542,201215,2960,243754,3781,194377,2883,175818,3240,159202,2461,104583,2104,113278,1850,16376977,23517,8041667,12958,457453,3212,88838,1886,542823,3977,278911,2844,96274,1564,198252,2130,688180,3360,1242046,3276,1072780,2543,1174182,2886,1071046,2700,685163,2152,445719,1690,8335310,13732,436536,2650,81226,2122,519562,3863,267325,3348,92865,1499,189961,2028,638803,3200,1198750,3926,1068837,2975,1232502,3252,1160577,2539,796968,2108,651398,2219
0400000US37,37,North Carolina,9783738,1751,1579871,17833,694126,9539,75786,2091,15792,1085,91199,2467,38390,1505,14087,924,24793,1055,98575,2449,82260,2293,68234,1798,69951,1727,68211,1865,29034,1341,17814,875,885745,10217,78379,2092,16659,1226,85651,2353,38054,1468,13414,866,24617,1161,125252,2744,136923,2841,102213,2384,89115,1955,83125,1975,47890,1509,44453,1226,8203867,18113,4039143,9336,227746,2144,44353,1613,300846,3269,159392,2207,53560,1423,105150,1395,332446,2626,546254,2240,553733,2154,589680,2068,526605,1977,384424,1361,214954,1133,4164724,10902,213031,2116,46043,1741,287935,3877,148608,2535,51122,1465,101579,1442,291868,3200,528402,2890,561840,2515,614221,2167,584638,2034,433901,1666,301536,1359
0400000US38,38,North Dakota,719722,532,79374,2677,36668,1625,3710,372,618,183,3594,404,1312,216,577,173,952,215,8205,753,5349,550,2507,309,3642,424,3204,394,1500,215,1498,236,42706,1699,3657,451,651,172,3467,399,1175,232,317,99,759,184,11317,804,5910,545,3316,402,3076,307,3047,337,2290,290,3724,283,640348,2659,331594,1514,22112,426,4551,419,24995,685,11674,514,3717,281,7943,436,31695,914,54428,726,41524,588,41224,557,44327,468,26120,264,17284,270,308754,1852,21448,499,4016,350,23774,719,10926,644,3886,302,7300,309,25116,820,44384,674,36307,520,39869,473,42969,408,25815,317,22944,330
0400000US39,39,Ohio,11289161,1924,1683890,16445,749625,8542,87948,2302,16366,928,95692,2615,42224,1589,13389,660,25354,1240,104291,2190,90863,2149,72628,1943,76280,1854,76597,1711,28913,1034,19080,764,934265,9555,83853,2224,16382,1000,91064,2526,40025,1501,13598,833,25019,1086,135911,2394,148154,2801,103711,2103,94060,2052,88207,1768,47701,1157,46580,1318,9605271,16647,4759029,8985,261914,2366,52904,1622,344080,3279,184036,2605,65229,1575,130984,1751,385841,2322,628974,2243,604396,2041,684775,2290,683272,1917,450145,1242,282479,1083,4846242,9348,249821,2199,49518,1427,328523,3086,177483,2719,62054,1461,124060,1672,342663,2392,586266,2897,596575,2142,702448,2380,726474,1750,502018,1300,398339,1669
0400000US40,40,Oklahoma,3780828,878,612714,6528,271079,3580,32828,1056,6423,521,36894,1007,15565,757,4807,442,9223,515,39837,1296,33173,1209,24848,933,25812,830,25084,809,10199,504,6386,413,341635,4283,32672,1013,6730,489,36128,1201,14633,711,5327,384,9272,650,49884,1391,53175,1193,37386,1029,32319,959,31934,853,16008,628,16167,670,3168114,6566,1587603,3729,99482,1102,20471,765,124751,1448,63905,1350,22169,750,43136,799,137444,1381,227674,1486,206130,1085,208046,1038,202903,883,142511,634,88981,561,1580511,4391,94063,1131,19324,736,118497,1469,60696,1289,20376,698,40454,821,120433,1500,209252,1185,197874,1020,209047,1035,214925,786,158062,637,117508,764
0400000US41,41,Oregon,3947954,1033,587248,10033,270924,5370,25205,1520,4528,563,27264,1276,11712,831,4541,474,8247,719,44686,1522,39645,1519,29710,1303,27174,1164,28979,1104,12341,732,6892,555,316324,5642,24041,1337,4774,657,27644,1379,11162,734,3841,435,8254,617,51810,1739,50606,1528,36613,1329,31702,1273,32047,1151,17753,898,16077,766,3360706,10053,1677617,5401,91044,1537,18428,876,120454,2074,60198,1672,20360,770,42029,963,127689,1636,235750,1602,232063,1465,224957,1352,229574,1162,173635,785,101436,678,1683089,5680,86301,1355,16998,1009,113662,1676,57199,1353,19293,905,39666,948,111862,1589,224358,1576,223569,1466,225471,1366,248074,1209,185970,966,130666,851
0400000US42,42,Pennsylvania,12377251,1509,1623537,17104,717479,9320,74768,2218,14891,1040,84088,2290,38020,1442,13057,699,24049,1040,107691,2369,88611,1904,66457,1979,75857,1984,72957,1930,32731,920,24302,945,906058,9299,72741,1857,13706,803,81990,2023,36275,1396,12387,736,24859,1058,128968,2718,136754,2236,98816,2290,94819,1924,89973,1760,54068,1367,60702,1468,10753714,17356,5311901,9527,283997,2234,57280,1527,362463,3107,193928,2775,67222,1272,136244,1265,415419,2489,714712,2077,658740,2155,779685,2138,782588,2092,517583,1133,342040,1165,5441813,9406,269443,1813,55200,1386,350754,2935,182250,2421,64928,1346,127987,1514,373207,2867,672857,2317,652058,2384,800214,1931,822773,1776,576193,1455,493949,1858
0400000US44,44,Rhode Island,1015923,402,136126,3721,59737,2147,6230,550,1320,303,6972,654,2933,356,1131,256,2145,330,9217,853,7246,679,5391,532,6046,526,6025,531,2782,402,2299,335,76389,2312,5148,539,862,207,6485,581,2949,412,1243,276,1811,294,11500,927,11755,852,8094,614,8546,729,7793,548,4673,391,5530,454,879797,3778,434025,2121,21205,568,4770,542,29078,883,14675,714,4704,387,11293,478,37410,850,62393,772,55122,701,65299,594,62574,586,40265,439,25237,405,445772,2497,21108,597,4200,470,26675,1005,15496,826,5272,504,10133,545,33026,978,57183,843,54846,664,68494,784,67096,566,44405,410,37838,564
